age,family_size,monthly_income,employment_status,assets,liabilities,credit_score,label
64,5,1445.405217907027,self-employed,2009.1347779466685,1335.58722305108,591.6781756984606,approve
31,7,804.6240675702143,unemployed,1195.8628488045752,196.03960964802252,592.2508130802553,approve
20,5,1719.3930846239828,unemployed,824.42678324657,1741.1494718339707,645.850287965652,soft-decline
18,7,447.74146186865084,employed,982.3686834939098,323.1277569885424,634.123870361438,approve
22,3,670.4197164403215,unemployed,554.9178921440763,2664.511773212141,564.5953438558932,approve
43,4,1805.2072184109754,employed,5167.093801494316,453.5634974556913,652.7211068911021,soft-decline
31,2,1195.889862698326,employed,1475.2150123696176,1949.5395065083019,588.2900472840414,soft-decline
56,6,100.0,self-employed,27.000345006024506,309.56441339818383,589.9911409039818,approve
44,2,1180.4326180020778,employed,39.275648929699805,722.631474936685,634.6891036070913,soft-decline
26,3,2036.8669840121624,employed,7220.996987676257,113.04025785394819,575.9066704205395,soft-decline
32,6,664.995788764973,self-employed,500.64641721987437,1079.1594372310037,607.5738005992002,approve
32,5,1418.6403875170363,employed,3275.7600515970767,1808.3723531898584,623.8035445153239,approve
43,1,405.4291593908665,employed,120.08459861442654,1267.4355711477576,665.3742847572968,soft-decline
59,3,904.2517075213997,employed,5080.739018612086,740.7808908511893,659.8512464220221,soft-decline
30,3,1762.8848755153035,employed,4149.576827248885,46.165284713256376,621.3635581414663,soft-decline
68,4,1153.4621674284815,employed,1693.03109097837,2709.666614357385,391.29850124478486,approve
49,2,1902.4889039009454,self-employed,18.078779484248486,1222.440787822869,619.4680655776962,reject
56,3,1297.7116829595032,self-employed,596.3023630637356,1369.8866601303005,631.8308743156729,soft-decline
66,3,2553.117774040589,employed,1044.523695598541,1583.1883442883484,648.0743077704302,reject
69,5,100.0,unemployed,1232.609762382097,1377.308558354068,523.5180029814361,approve
49,5,847.9646549573246,employed,706.728741483662,581.813634395662,430.2339158064086,approve
21,6,240.8263446955641,employed,67.00574834147461,1322.8382854448855,664.4936008626934,approve
47,7,288.6255778792255,unemployed,1783.8178274753493,980.9006897241445,502.0378725229634,approve
54,7,294.97141433577224,employed,1485.3248193688814,1924.2605379759561,697.7735635454253,approve
40,1,1117.4080754358542,unemployed,665.3606492318654,1621.8132486912655,553.7078491352936,reject
56,7,1158.4106543753069,employed,77.43169378418638,42.25466871138813,517.8261633318477,approve
62,4,1299.2191474965814,self-employed,10440.560927953944,476.24239446561296,627.9697578028789,soft-decline
32,1,213.85760789881374,employed,1315.5067414398104,35.33307808005058,649.2940868003509,approve
60,6,773.0426267011967,employed,2821.208876320065,107.66864931240002,644.5262417660463,approve
46,5,324.9937521705423,employed,1204.1064259137368,919.8237707213061,640.1288324748729,approve
53,7,1655.1170893902013,self-employed,88.25969149665232,2070.0602531936656,543.3767754197361,approve
30,2,390.81271487331855,employed,740.9704368438624,127.63425350481256,477.8472162970244,approve
49,5,850.401493602883,unemployed,771.6489319967567,599.8194872509703,568.8268483760706,approve
24,4,1392.214508926174,employed,3644.6794800278476,2417.7592139025023,508.3433769587609,soft-decline
68,5,569.0599278517047,employed,2123.9628024397043,1683.6281077381407,634.6038947919549,approve
39,4,1485.7149114864576,employed,644.35354108245,733.277531957812,669.9398248653664,soft-decline
45,4,2117.255814873204,self-employed,6867.851601604115,1476.5317622965658,613.8157320095042,soft-decline
19,4,1132.7982101078678,unemployed,775.8649116841291,739.5970109416724,599.9244148448468,approve
59,6,1631.127640197885,employed,12678.105604913559,172.08493498478364,575.1653937190614,approve
62,4,100.0,self-employed,11126.490276525505,133.22985320259448,678.4279415631037,approve
23,4,699.6636512065045,employed,424.4332309966803,208.7085294444613,453.5625009084533,approve
45,2,1129.4305718502837,self-employed,750.0884508239268,432.20253090841675,503.50791680025407,soft-decline
45,1,262.9244451197852,unemployed,1331.2360129880328,2666.849732718093,746.1386642186869,approve
61,3,1145.3545347828642,employed,2181.8875608490152,1607.8312720402641,499.60325033570666,soft-decline
61,1,1741.9583892414053,employed,1501.7536520004735,567.0460562826717,642.4829465976062,reject
37,4,100.0,unemployed,6976.222779077796,679.3955881943205,658.9432086653536,approve
47,2,167.64899393730684,unemployed,2574.630308040061,308.71431784485645,445.8999143054669,approve
28,5,1129.3692895349297,employed,476.6282124092633,1218.5889566710312,461.25616990906684,approve
45,2,1322.2938106080335,employed,222.08112259948055,1623.3627721566243,701.177147247752,soft-decline
42,4,1516.6562624367557,employed,2332.078214387198,272.9966933081365,522.1645067796208,soft-decline
56,2,1077.6226352214376,employed,345.02549808152617,42.721321878619385,524.3494704188143,soft-decline
50,7,1323.0586835110662,unemployed,3099.2916537903034,977.8708152753101,558.3299081320706,approve
18,2,1632.4364959784766,self-employed,745.13445493856,826.7062744488682,522.3614365456546,reject
44,4,709.8793287607716,employed,791.7027263683802,514.383871877029,642.1014142942263,approve
69,6,573.9897397955053,employed,21.71423634791252,1032.5266761309886,505.4369952754528,approve
30,7,882.0453583455921,employed,2414.698777787133,799.8715102008564,442.7391577514022,approve
58,2,1139.6415595941892,employed,240.42892275085555,288.45780871629375,692.5085213752627,soft-decline
20,3,539.2085897590773,employed,2964.5586187374515,507.0477283791304,509.3671387045623,approve
56,3,724.3698784687516,employed,1354.0273443432768,558.8148558248675,539.8384986666456,approve
23,2,1278.391239355107,employed,3067.5463014194024,2122.332295236894,666.3886347697963,soft-decline
25,6,1110.4255467208006,employed,1753.7868916876275,3241.7390613424827,605.6195110737291,approve
44,5,870.2640140289692,employed,172.05994730654203,2234.939177278835,688.9873006888267,approve
26,4,100.0,employed,2901.8990513376425,1270.0343479696362,667.6113683989387,approve
54,3,997.5444055940219,employed,144.7102168695364,879.4592495211643,563.7255483473234,soft-decline
50,5,320.99722274367,employed,1302.8657754987228,1168.8039924651534,681.7535905988814,approve
68,2,1688.1578936441301,employed,378.3279395495361,2798.6735234913217,613.4218518234445,reject
59,5,783.8951927050447,employed,2791.3579421079457,287.6803860849785,552.1289673047725,approve
61,7,302.6375606442358,employed,4851.56816259887,765.9770632684665,623.2321298374811,approve
41,1,956.9197082839659,self-employed,1615.4384889287508,1169.919325415318,495.2429984126005,reject
32,3,1889.4897095645338,unemployed,1497.9426868492963,1137.0839265800523,666.7078161980312,soft-decline
49,2,1441.5710944012333,self-employed,2887.5350766846227,290.72531117804823,656.3295030678245,reject
49,4,1153.9420054241539,employed,10.183507963151605,883.6578424688073,609.6286753187069,approve
41,6,100.0,unemployed,4996.19394497766,1589.2096033030766,446.5381580076815,approve
58,7,2135.120069836425,self-employed,439.9192933721766,644.5074658984137,692.3523829694759,soft-decline
69,2,564.8609781748679,employed,8285.24907522582,1576.4775075420337,634.9674147405967,approve
66,4,1653.64873901064,employed,2665.5371257487277,446.1036784431558,598.1633322497692,soft-decline
66,6,772.2459851540095,unemployed,2976.6643412867047,2792.95678467683,585.5466816656767,approve
69,6,1586.2555107382675,employed,2135.407709975589,763.416095485072,557.0624618155517,approve
29,2,1914.8118671126917,employed,1276.0425745262366,906.2115746477139,572.4423389983903,reject
56,7,1453.6960889352733,self-employed,1695.5251723964739,31.863872745185205,661.5373354316112,approve
19,5,1529.0984718319576,unemployed,95.02801823533511,186.65389237636992,558.6619165688784,soft-decline
20,5,931.0927096910575,employed,1956.116907418663,1002.2132849505898,578.055828576287,approve
66,6,696.2237005490324,employed,1967.5236415074407,544.5037034862711,589.7925378954529,approve
54,5,1096.8090828500672,employed,4436.502547295802,709.6095253511252,591.9842191023951,approve
66,1,762.0598459615481,self-employed,1409.0487418043322,65.04148358459335,550.5750467018917,reject
34,6,2727.0425975687444,employed,160.564950017319,1796.58251188439,586.3840444897282,soft-decline
66,6,305.34919945664035,employed,731.131329002733,1534.8203665104422,627.4651156720923,approve
19,4,1701.4596516132865,unemployed,2132.0738222084665,205.00158612722683,527.6156320159042,soft-decline
19,5,1362.0377841773095,employed,546.924280582548,1006.0222339356258,586.754350617443,approve
45,7,1160.9105456867564,self-employed,658.4748434423742,1705.4820256001315,754.478736569688,approve
40,6,2035.9202699396883,employed,3434.8149502925785,1024.0266677644595,594.9484527836206,soft-decline
54,7,1208.8642168208253,employed,1755.677800405095,371.64079759447975,525.5661564110417,approve
49,1,555.5651561803094,self-employed,1420.698306619402,1067.4367856757583,516.2070546165721,soft-decline
50,4,1204.2112640773855,employed,766.7770975060736,236.3069951406137,498.7843942373846,soft-decline
18,2,871.7752117663399,employed,2625.5528214921146,383.0995873594625,730.1693249337806,soft-decline
36,7,1352.2992681716541,employed,678.5639771316339,274.52849872700557,680.6417911773076,approve
19,6,1569.151542140649,self-employed,2671.68557585624,814.0164541309713,496.8299946060629,approve
61,1,398.63844034515137,unemployed,145.35963471168267,114.54326699021395,617.0965035470592,soft-decline
43,3,1836.735282601971,unemployed,3998.1775782857408,2707.705965583136,697.9868846962327,soft-decline
49,1,821.5701085920787,employed,1384.5609660053356,405.7336746632335,596.7625510874024,reject
23,1,1310.5297458775249,employed,1154.315564393383,247.14188032951773,560.6708797817652,reject
49,4,1431.9211192244873,employed,1888.4722421744348,686.2705063789117,779.2719718782682,soft-decline
21,2,1257.1720834414411,unemployed,1957.3541965647576,324.3430394762178,447.5724141072917,soft-decline
28,3,923.6240376432016,employed,283.2081830279301,765.5116288208794,810.6064618664122,soft-decline
34,5,657.9816926051352,unemployed,2823.089695078816,428.4919266940395,604.7999367085205,approve
55,5,811.703844887661,employed,645.7297110391671,141.64053821627576,703.2344104235614,approve
41,7,2095.6203527702137,unemployed,4706.954412992167,309.10353851773897,503.95094565741397,approve
22,1,393.89349400965864,unemployed,3405.856795337759,577.0363777931002,541.9532561560551,soft-decline
69,4,496.52966342592373,unemployed,850.1096032490315,30.761548524975268,513.6034605824159,approve
51,4,465.79582379940007,employed,3297.8059601664504,1472.4734751463102,591.91750567927,approve
23,5,1095.0277159423656,employed,881.3262043282754,972.3970761903596,624.6180912087009,approve
39,7,100.0,employed,212.8281000518366,919.6955398558364,685.3441597282098,approve
28,7,100.0,employed,6534.464699245259,789.7680691098958,463.08355213049845,approve
65,7,817.3316169285193,employed,2114.5684520847785,892.362246093519,612.5507150193671,approve
33,3,100.0,employed,1217.9780045761909,2728.0277201115287,671.5927094359447,approve
50,2,155.61008350203883,employed,1014.2428241109347,8.606137604690698,686.5748776931464,approve
26,3,103.81211344594249,self-employed,785.2122830533317,48.97987730446759,564.7584574701258,approve
23,6,407.3718036066698,self-employed,7974.311743734888,212.56644901588453,565.7539042109509,approve
33,6,1511.8725546692845,employed,289.46727137365474,183.08350299302776,592.6380368131883,approve
46,2,1668.9955692847577,unemployed,756.103791378541,199.90865857058634,614.8842163528205,reject
20,5,2343.300625253024,employed,1329.1102745805936,1114.5706055007363,704.207824929993,soft-decline
37,2,2317.653300959435,employed,1300.173639112827,615.2297470057791,503.1923498034389,reject
53,4,1550.4188969163129,employed,1274.91974874428,4801.0486235898325,537.0997021114761,soft-decline
36,6,1719.3743723607222,unemployed,386.64484810746734,257.3286537076459,493.4870951483654,approve
43,1,1091.7714634801428,employed,313.14979499530193,372.26745059773236,634.2203268030676,reject
20,1,1363.9053964085883,employed,588.1182891877272,4150.325677924893,688.1094553809105,reject
36,5,2360.522133728219,self-employed,4919.089684511521,1782.3526967824132,486.32265965037766,soft-decline
37,4,1259.8490076397811,employed,239.94002833063712,634.4995152650947,607.0962645516963,soft-decline
49,3,1807.267004981668,self-employed,2832.8895284416353,808.7755316956425,682.320259198253,soft-decline
24,4,345.9538739950423,unemployed,2833.906295664159,1852.6433688159245,662.7637442362426,approve
69,1,533.6328930192408,unemployed,3319.047071618421,655.8133349728029,661.8203086292126,soft-decline
58,1,1218.4487184564773,employed,4353.940968450176,230.70169674823143,504.80996616854014,reject
50,6,1104.9521690443737,employed,610.4329511348358,1762.8486743020947,661.5547528734508,approve
57,4,566.0460688165726,employed,508.6479687445373,771.6980659844104,585.1259585851991,approve
56,4,2685.1643087518532,employed,1252.8683002427435,166.1048774056452,685.6129451643424,soft-decline
35,1,1120.8158727404063,employed,616.0122103178179,704.381714641696,635.9333244187786,reject
57,3,690.0924634707367,employed,2650.8500437829825,533.0769938015802,534.7599389352255,approve
18,5,1106.1331791524412,unemployed,2020.8708543168784,2094.2915138000103,622.3049564443605,approve
28,7,1017.7986918281443,unemployed,4158.686101902837,134.7383279474008,665.481284836193,approve
45,5,1131.4617835237618,employed,172.72492822098374,2081.121387415165,559.4908744737465,approve
42,4,100.0,employed,4932.169791677548,717.8723781422856,610.3041593696757,approve
67,5,1904.362687596806,employed,694.4356834652943,518.1262586344216,493.07123384408146,soft-decline
40,1,1944.180594307405,employed,1349.4138869959133,176.69801984306534,643.9225547704543,reject
48,1,2029.22454042554,self-employed,1154.683971313279,1206.7030702411043,595.4989029099161,reject
47,4,1227.8022309754083,self-employed,2856.83149150075,2614.6515167241523,673.1269114103623,soft-decline
59,4,1463.736742115161,unemployed,1090.604024125601,470.6075778248805,641.6693444701904,soft-decline
52,7,393.64113639492507,self-employed,5748.911428927319,276.5245506404242,567.4261444849427,approve
24,7,1583.0295300181729,employed,4656.500951234405,809.3819786030563,532.2904889319568,approve
33,6,1176.2513948257574,self-employed,4113.969616060647,1590.5472127482742,513.8879866139453,approve
43,4,677.7153690525304,employed,147.8493097724395,3.7748101903072264,559.4062400440995,approve
65,3,1605.3212841485883,employed,3851.8355322288794,997.9820212830638,670.9677362228606,soft-decline
69,5,1632.41432526377,employed,3043.1786885364036,907.6184468257675,459.4986117036816,soft-decline
66,4,1042.426184972453,employed,218.54285553172485,382.9487923799346,517.1420177888856,approve
19,2,1306.8678060898822,employed,227.2655520529365,600.427632828746,668.7199541325633,soft-decline
18,6,277.7980916465076,employed,213.30895274480088,283.6412132803059,706.3161815801133,approve
65,2,1870.2284060500506,unemployed,22.79459267904328,1560.1037912448921,521.3473053421021,reject
29,1,370.8307683755688,employed,1590.9548296324995,1006.5845812851244,516.2552741774746,soft-decline
22,7,506.2020463445769,employed,7253.258957103738,760.8087002013103,712.5728191657523,approve
54,5,1043.620951801376,employed,1154.9450088416552,498.4462296649585,590.1124464346095,approve
49,4,1780.1613989529217,self-employed,1556.3537802087699,344.4420518242009,528.4366096698276,soft-decline
26,2,1779.7640432509627,employed,6882.151940781477,1730.117874126025,683.5694311510896,reject
58,5,996.6227646664088,unemployed,589.2313858082737,600.3996824093539,640.2784637283199,approve
52,1,1541.109353577668,unemployed,3910.4907100126416,696.0462183956297,658.9323221308243,reject
36,7,100.0,employed,1581.037021884564,735.6971891968594,532.6048334592256,approve
65,3,496.476006909313,self-employed,1685.506805948065,594.8721918420547,629.9860272863443,approve
33,6,510.7346923754792,employed,840.6718367169302,295.8331036835595,699.7028928738528,approve
20,5,1876.5490368318724,employed,1649.1757420153072,128.22031027359284,651.2635488518575,soft-decline
37,5,1458.2579140356054,self-employed,151.91091428355344,103.73657625896129,673.5895934682471,approve
41,3,1129.2569431332206,employed,2893.308403207947,1416.5990376201316,712.2514039970322,soft-decline
50,5,1197.2145446805619,employed,670.0722689433923,252.99446743005376,634.2135775804284,approve
41,1,2097.8374932210872,employed,4371.530900173245,57.28257855816,554.7903258094001,reject
69,1,880.8742334454139,employed,917.2593400529535,1597.1013551222588,670.1688922825563,reject
28,3,100.0,unemployed,308.2242856090305,167.30879775328432,511.5435719279501,approve
66,6,1761.036629076713,employed,2380.676190871055,981.2189068725434,582.2144404897833,approve
25,4,1127.2873260435426,self-employed,359.6369315957996,413.4619045962545,647.0463383303328,approve
